['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ได้นำระเบิดแสวงเครื่องหนัก 5 ก.ก.จุดชนวนด้วยรีโมตคอนโทรลไปวางไว้ที่ริมถนนสายบาเจาะ-บ้านทอนช่วงบริเวณบ้านดูกู ม.3 ต.บลาเจาะ ||| และได้จุดชนวนระเบิด
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| เรื่องนี้ตนอยากให้ประชาชนได้ตรวจสอบฝ่ายค้าน ||| เพราะนายอภิสิทธิ์ เวชชาชีวะ หัวหน้าพรรคประชาธิปัตย์และหัวหน้าพรรคฝ่ายค้าน จะต้องมาชี้แจงเรื่องนี้ด้วยตัวเอง หลังจากที่ตรวจสอบคนอื่นมาตลอด
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| จะต้องมาชี้แจงเรื่องนี้ด้วยตัวเอง ||| หลังจากที่ตรวจสอบคนอื่นมาตลอด
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| รุ่งเรือง ||| และมีผลงานแบบนี้สืบต่อไป
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| วันนี้ที่ตนมาไม่มีเจตนาโจมตีนายอภิรักษ์ ||| เพราะมีบุคคล 3 กลุ่ม เข้ามาเกี่ยวข้อง ตั้งแต่ที่ประชุมคณะรัฐมนตรีมีมติอนุมัติโครงการตั้งแต่ก่อนนายอภิรักษ์ เข้ามาดำรงตำแหน่ง โดยรัฐบาลให้งบอุดหนุน 60:40
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| มีบุคคล 3 กลุ่ม เข้ามาเกี่ยวข้อง ||| ตั้งแต่ที่ประชุมคณะรัฐมนตรีมีมติอนุมัติโครงการตั้งแต่ก่อนนายอภิรักษ์ เข้ามาดำรงตำแหน่ง
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| ที่ประชุมคณะรัฐมนตรีมีมติอนุมัติโครงการ ||| ตั้งแต่ก่อนนายอภิรักษ์ เข้ามาดำรงตำแหน่ง
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| ที่ประชุมคณะรัฐมนตรีมีมติอนุมัติโครงการ ||| ก่อนนายอภิรักษ์ เข้ามาดำรงตำแหน่ง
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| วันนี้ที่ตนมาไม่มีเจตนาโจมตีนายอภิรักษ์ เพราะมีบุคคล 3 กลุ่ม เข้ามาเกี่ยวข้อง ตั้งแต่ที่ประชุมคณะรัฐมนตรีมีมติอนุมัติโครงการตั้งแต่ก่อนนายอภิรักษ์ เข้ามาดำรงตำแหน่ง โดยรัฐบาลให้งบอุดหนุน 60:40 ||| ส่วนรถและเรือดับเพลิงทั้งหลายต้องนำเข้าจากต่างประเทศ และให้กระทรวงพาณิชย์ไปดำเนินการเกี่ยวกับการค้าต่างตอบแทน (Counter Trade) กับรัฐบาลออสเตรีย
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| รถและเรือดับเพลิงทั้งหลายต้องนำเข้าจากต่างประเทศ ||| และให้กระทรวงพาณิชย์ไปดำเนินการเกี่ยวกับการค้าต่างตอบแทน (Counter Trade) กับรัฐบาลออสเตรีย
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| เมื่อไทยซื้อสินค้าวงเงิน 6,687 ล้านบาท ||| ประเทศออสเตรียจะต้องซื้อไก่ต้มสุก ซึ่งเป็นสินค้าทางการเกษตรจากประเทศไทยบริษัทซีพีจำกัด(มหาชน) ในวงเงินเท่ากัน
['Comparison', 'Comparison.Concession', 'and'] ||| [None, None, None] ||| ตามบันทึกความเข้าใจ(A.O.U) ระบุว่าเมื่อไทยซื้อสินค้าวงเงิน 6,687 ล้านบาท ประเทศออสเตรียจะต้องซื้อไก่ต้มสุก ซึ่งเป็นสินค้าทางการเกษตรจากประเทศไทยบริษัทซีพีจำกัด(มหาชน) ในวงเงินเท่ากัน ||| แต่ปรากฏว่าไม่ได้มีการซื้อสินค้าจากไทยแม้แต่บาทเดียวเพราะบริษัทซีพี ไม่ได้ส่งสินค้าแต่กลับขายบิลให้กับบริษัทสไตเออร์ฯเงิน 150 ล้านบาท
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| ไม่ได้มีการซื้อสินค้าจากไทยแม้แต่บาทเดียว ||| เพราะบริษัทซีพี ไม่ได้ส่งสินค้าแต่กลับขายบิลให้กับบริษัทสไตเออร์ฯเงิน 150 ล้านบาท
['Comparison', 'Comparison.Concession', 'and'] ||| [None, None, None] ||| ไม่ได้ส่งสินค้า ||| แต่กลับขายบิลให้กับบริษัทสไตเออร์ฯเงิน 150 ล้านบาท
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| ตามบันทึกความเข้าใจ(A.O.U) ระบุว่าเมื่อไทยซื้อสินค้าวงเงิน 6,687 ล้านบาท ประเทศออสเตรียจะต้องซื้อไก่ต้มสุก ซึ่งเป็นสินค้าทางการเกษตรจากประเทศไทยบริษัทซีพีจำกัด(มหาชน) ในวงเงินเท่ากันแต่ปรากฏว่าไม่ได้มีการซื้อสินค้าจากไทยแม้แต่บาทเดียวเพราะบริษัทซีพี ไม่ได้ส่งสินค้าแต่กลับขายบิลให้กับบริษัทสไตเออร์ฯเงิน 150 ล้านบาท ||| ขณะเดียวกันก็มีการไปยกเลิกการส่งไก่ต้มสุกให้กับบริษัทญี่ปุ่น
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| มีความเกี่ยวข้องในการทำนิติกรรมอำพรางฉ้อฉลมติครม. ||| และมีการเร่งรัดเปิดแอลซี
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| จุดนี้ถือว่าทั้งประเทศออสเตรียกับบริษัทซีพี มีความเกี่ยวข้องในการทำนิติกรรมอำพรางฉ้อฉลมติครม. และมีการเร่งรัดเปิดแอลซี ||| ขณะที่เมื่อนายอภิรักษ์ เข้ามาก็มาขอชะลอเปิดแอลซี โดยส่งหนังสือสอบถามไปยังกระทรวงมหาดไทย แต่กลับถูกเร่งรัดมาอีกนายอภิรักษ์ จึงแต่งตั้งนายสามารถ ราชพลสิทธิ์ รองผู้ว่าฯกทม.สมัยนั้น เป็นประธานคณะกรรมการมาต่อรองผลประโยชน์กับบริษัท_สไตเออร์ฯ ซึ่งสรุปเรื่องต่อรองได้ทั้งหมด 4 ประการ มูลค่ารวม 35 ล้านบาท ในวันศุกร์ที่ 7 ม.ค.2548 แต่สุดท้ายนายอภิรักษ์ ก็ได้มาลงนามเปิดแอลซี เมื่อวันที่ 10 ม.ค.2548และจุดนี้เองตนได้เอกสารหลักฐานที่ไม่เคยปรากฏที่ไหนมาก่อน มีเพียงที่คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ(ดีเอสไอ) และที่ตนเท่านั้นโดยเป็นเอกสารการเซ็นลงนามเปิดแอลซีด้วยลายมือเขียนของนายอภิรักษ์ ในระหว่างที่บัญชาการตึกถล่มบริเวณ มีนายนิยม กรรณสูต ผอ.สำนักป้องกันและบรรเทาสาธารณภัย เป็นเหมือนแมสเซนเจอร์ นำเอกสารมาให้นายอภิรักษ์เซ็น
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| เมื่อนายอภิรักษ์ เข้ามา ||| ก็มาขอชะลอเปิดแอลซี โดยส่งหนังสือสอบถามไปยังกระทรวงมหาดไทย
['Comparison', 'Comparison.Concession', 'and'] ||| [None, None, None] ||| เมื่อนายอภิรักษ์ เข้ามาก็มาขอชะลอเปิดแอลซี โดยส่งหนังสือสอบถามไปยังกระทรวงมหาดไทย ||| แต่กลับถูกเร่งรัดมาอีก
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| เมื่อนายอภิรักษ์ เข้ามาก็มาขอชะลอเปิดแอลซี โดยส่งหนังสือสอบถามไปยังกระทรวงมหาดไทย แต่กลับถูกเร่งรัดมาอีก ||| นายอภิรักษ์ จึงแต่งตั้งนายสามารถ ราชพลสิทธิ์ รองผู้ว่าฯกทม.สมัยนั้น เป็นประธานคณะกรรมการมาต่อรองผลประโยชน์กับบริษัท_สไตเออร์ฯ ซึ่งสรุปเรื่องต่อรองได้ทั้งหมด 4 ประการ มูลค่ารวม 35 ล้านบาท ในวันศุกร์ที่ 7 ม.ค.2548
['Comparison', 'Comparison.Concession', 'and'] ||| [None, None, None] ||| เมื่อนายอภิรักษ์ เข้ามาก็มาขอชะลอเปิดแอลซี โดยส่งหนังสือสอบถามไปยังกระทรวงมหาดไทย แต่กลับถูกเร่งรัดมาอีกนายอภิรักษ์ จึงแต่งตั้งนายสามารถ ราชพลสิทธิ์ รองผู้ว่าฯกทม.สมัยนั้น เป็นประธานคณะกรรมการมาต่อรองผลประโยชน์กับบริษัท_สไตเออร์ฯ ซึ่งสรุปเรื่องต่อรองได้ทั้งหมด 4 ประการ มูลค่ารวม 35 ล้านบาท ในวันศุกร์ที่ 7 ม.ค.2548 ||| แต่สุดท้ายนายอภิรักษ์ ก็ได้มาลงนามเปิดแอลซี เมื่อวันที่ 10 ม.ค.2548และจุดนี้เองตนได้เอกสารหลักฐานที่ไม่เคยปรากฏที่ไหนมาก่อน มีเพียงที่คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ(ดีเอสไอ) และที่ตนเท่านั้นโดยเป็นเอกสารการเซ็นลงนามเปิดแอลซีด้วยลายมือเขียนของนายอภิรักษ์ ในระหว่างที่บัญชาการตึกถล่มบริเวณ มีนายนิยม กรรณสูต ผอ.สำนักป้องกันและบรรเทาสาธารณภัย เป็นเหมือนแมสเซนเจอร์ นำเอกสารมาให้นายอภิรักษ์เซ็น
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| สุดท้ายนายอภิรักษ์ ก็ได้มาลงนามเปิดแอลซี เมื่อวันที่ 10 ม.ค.2548 ||| และจุดนี้เองตนได้เอกสารหลักฐานที่ไม่เคยปรากฏที่ไหนมาก่อน มีเพียงที่คณะกรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ(ดีเอสไอ) และที่ตนเท่านั้นโดยเป็นเอกสารการเซ็นลงนามเปิดแอลซีด้วยลายมือเขียนของนายอภิรักษ์ ในระหว่างที่บัญชาการตึกถล่มบริเวณ มีนายนิยม กรรณสูต ผอ.สำนักป้องกันและบรรเทาสาธารณภัย เป็นเหมือนแมสเซนเจอร์ นำเอกสารมาให้นายอภิรักษ์เซ็น
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ป้องกัน ||| และบรรเทาสาธารณภัย
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| นายอภิรักษ์ น่าจะได้ใช้เวลาในการพิจารณามากกว่านี้ งบประมาณสูงถึง 6,687 ล้านบาท ||| นอกจากนี้หากตรวจสอบข้อความในการเปิดแอลซียังพบว่า เมื่อวันที่ 10 ม.ค. 2548 มีการตัดข้อความ loading Thailand ออกไป และวันที่ 21 ม.ค.2548 กลับมาเพิ่มคำดังกล่าวใหม่อีกครั้ง เพื่อให้ส่งเรือดับเพลิงที่ต่อในอู่พัทยา จ.ชลบุรี ไปยังประเทศออสเตรีย แล้วค่อยส่งกลับยังประเทศไทยซึ่งเป็นการหลีกเลี่ยงมติครม.ที่ไม่ให้ซื้อของผลิตในประเทศไทยโดยเรื่องนี้มีการโดยนาย พ. ซึ่งเชี่ยวชาญเรื่องการเงินการคลัง ผู้ที่ทำอย่างนี้ได้ต้องเป็นระดับเทพ
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| เมื่อวันที่ 10 ม.ค. 2548 มีการตัดข้อความ loading Thailand ออกไป ||| และวันที่ 21 ม.ค.2548 กลับมาเพิ่มคำดังกล่าวใหม่อีกครั้ง เพื่อให้ส่งเรือดับเพลิงที่ต่อในอู่พัทยา จ.ชลบุรี ไปยังประเทศออสเตรีย แล้วค่อยส่งกลับยังประเทศไทย
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| ให้ส่งเรือดับเพลิงที่ต่อในอู่พัทยา จ.ชลบุรี ไปยังประเทศออสเตรีย ||| แล้วค่อยส่งกลับยังประเทศไทย
['Comparison', 'Comparison.Concession', 'and'] ||| [None, None, None] ||| ผมขอเชิญคุณอภิสิทธิ์ มาพบ หรือให้ผมไปพบก็ได้ ||| แต่ต้องชี้แจงให้ได้
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| จะได้รับเลือกตั้งหรือไม่ได้ไม่เป็นไร ||| เพราะผมมีเงิน
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| การเสียชีวิตของนายจารึกเป็นอีกชีวิตหนึ่ง ที่สังเวยอิทธิพลของนักการเมืองท้องถิ่น ซึ่งเป็นเรื่องที่ไม่น่าเกิดขึ้นในจังหวัดสุพรรณบุรี ||| ทางสมาคมฯจึงขอให้นายสมศักย์และกองบังคับตำรวจภูธรจังหวัดสุพรรณบุรี ทำการจับกุมผู้กระทำผิดรวมถึงผู้จ้างวานโดยเร็ว และหวังว่าคดีนี้จะเป็นคดีสุดท้ายในการคุกคามชีวิตสื่อ ในการปฎิบัติหน้าที่ในการเสนอข่าวในจังหวัดสุพรรณบุรีและขอเป็นกำลังใจให้ในการปฎิบัติหน้าที่ต่อไป
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ขอให้นายสมศักย์และกองบังคับตำรวจภูธรจังหวัดสุพรรณบุรี ทำการจับกุมผู้กระทำผิดรวมถึงผู้จ้างวานโดยเร็ว ||| และหวังว่าคดีนี้จะเป็นคดีสุดท้ายในการคุกคามชีวิตสื่อ ในการปฎิบัติหน้าที่ในการเสนอข่าวในจังหวัดสุพรรณบุรี
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ขอให้นายสมศักย์และกองบังคับตำรวจภูธรจังหวัดสุพรรณบุรี ทำการจับกุมผู้กระทำผิดรวมถึงผู้จ้างวานโดยเร็ว และหวังว่าคดีนี้จะเป็นคดีสุดท้ายในการคุกคามชีวิตสื่อ ในการปฎิบัติหน้าที่ในการเสนอข่าวในจังหวัดสุพรรณบุรี ||| และขอเป็นกำลังใจให้ในการปฎิบัติหน้าที่ต่อไป
['Comparison', 'Comparison.Concession', 'and'] ||| [None, None, None] ||| ตนได้ให้เบาะแสพล.ต.ต.ปราโมทย์ ไทรหอมหวล ผบก.ภ.จว.สุพรรณบุรี ในเรื่องการทุจริตเลือกตั้งในองค์กรปกครองส่วนท้องถิ่น หรือการบริหารงานขององค์กรปกครองส่วนท้องถิ่น ซึ่งล้วนแล้วแต่เป็นเบาะแสที่อาจจะไปสู่สาเหตุในการรอบยิงนายจารึกในครั้งนี้ ||| แต่อย่างไรก็ตามตนก็ไม่ได้ทิ้งประเด็นอื่น เพราะในความสนิทสนมระหว่างตนกับนายจารึกนั้นมีมานานและได้แต่งตั้งเป็นที่ปรึกษาของตน
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| ตนได้ให้เบาะแสพล.ต.ต.ปราโมทย์ ไทรหอมหวล ผบก.ภ.จว.สุพรรณบุรี ในเรื่องการทุจริตเลือกตั้งในองค์กรปกครองส่วนท้องถิ่น หรือการบริหารงานขององค์กรปกครองส่วนท้องถิ่น ซึ่งล้วนแล้วแต่เป็นเบาะแสที่อาจจะไปสู่สาเหตุในการรอบยิงนายจารึกในครั้งนี้ ||| อย่างไรก็ตามตนก็ไม่ได้ทิ้งประเด็นอื่น เพราะในความสนิทสนมระหว่างตนกับนายจารึกนั้นมีมานานและได้แต่งตั้งเป็นที่ปรึกษาของตน
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| ตนก็ไม่ได้ทิ้งประเด็นอื่น ||| เพราะในความสนิทสนมระหว่างตนกับนายจารึกนั้นมีมานานและได้แต่งตั้งเป็นที่ปรึกษาของตน
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ในความสนิทสนมระหว่างตนกับนายจารึกนั้นมีมานาน ||| และได้แต่งตั้งเป็นที่ปรึกษาของตน
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| ตนได้ให้เบาะแสพล.ต.ต.ปราโมทย์ ไทรหอมหวล ผบก.ภ.จว.สุพรรณบุรี ในเรื่องการทุจริตเลือกตั้งในองค์กรปกครองส่วนท้องถิ่น หรือการบริหารงานขององค์กรปกครองส่วนท้องถิ่น ซึ่งล้วนแล้วแต่เป็นเบาะแสที่อาจจะไปสู่สาเหตุในการรอบยิงนายจารึกในครั้งนี้แต่อย่างไรก็ตามตนก็ไม่ได้ทิ้งประเด็นอื่น เพราะในความสนิทสนมระหว่างตนกับนายจารึกนั้นมีมานานและได้แต่งตั้งเป็นที่ปรึกษาของตน ||| อย่างไรก็ตามตนได้ตรวจสอบและพูดคุยกับผู้ใกล้ชิด
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ได้ตรวจสอบ ||| และพูดคุยกับผู้ใกล้ชิด
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| น่าจะมีประเด็นอื่นอีกด้วย ||| แต่ประเด็นนั้นเป็นเรื่องส่วนตัว
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| นายจารึกก็ได้เสียชีวิตไปแล้ว ||| จึงไม่ควรนำมาเปิดเผย
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| น่าจะมีประเด็นอื่นอีกด้วย แต่ประเด็นนั้นเป็นเรื่องส่วนตัว ซึ่งนายจารึกก็ได้เสียชีวิตไปแล้วจึงไม่ควรนำมาเปิดเผย ||| ดังนั้นควรจะให้ทางเจ้าหน้าที่ตำรวจสืบสวนในทางลับ จะเป็นการเหมาะสมและดีที่สุด และตนได้ขอร้องเจ้าหน้าที่ตำรวจให้เร่งรัดในการติดตามคนร้าย และรายงานต่อสื่อมวลชนเป็นระยะด้วย
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ควรจะให้ทางเจ้าหน้าที่ตำรวจสืบสวนในทางลับ จะเป็นการเหมาะสมและดีที่สุด ||| และตนได้ขอร้องเจ้าหน้าที่ตำรวจให้เร่งรัดในการติดตามคนร้าย และรายงานต่อสื่อมวลชนเป็นระยะด้วย
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| เร่งรัดในการติดตามคนร้าย ||| และรายงานต่อสื่อมวลชนเป็นระยะด้วย
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ขณะนี้มีความคืบหน้าของคดีไปมาก จากเดิมที่หลักฐานมืดมน ||| และรู้รูปพรรณสัณฐานของคนร้าย แต่จะเป็นเรื่องอะไรกับใครยังไม่สามารถเปิดเผยรายละเอียดได้
['Comparison', 'Comparison.Concession', 'and'] ||| [None, None, None] ||| รู้รูปพรรณสัณฐานของคนร้าย ||| แต่จะเป็นเรื่องอะไรกับใครยังไม่สามารถเปิดเผยรายละเอียดได้
['Comparison', 'Comparison.Concession', 'and'] ||| [None, None, None] ||| เปิดเผยถึงความคืบหน้าของคดีว่าขณะนี้มีความคืบหน้าของคดีไปมาก จากเดิมที่หลักฐานมืดมน และรู้รูปพรรณสัณฐานของคนร้าย แต่จะเป็นเรื่องอะไรกับใครยังไม่สามารถเปิดเผยรายละเอียดได้ ||| แต่การทำงานของตำรวจยืนยันว่าถ้ามีหลักฐานถึงใคร ไม่คนๆนั้นจะเป็นใครหรือมีอิทธิพลขนาดไหน ถ้าหลักฐานไปถึงจับกุมแน่นอน
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ตกอับ ต้องเสียงาน ||| แถมยังระเห็จออกนอกประเทศอย่างคนถูกสาปแช่ง
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| มีการเปลี่ยนแปลง ||| และสัญจรจากไป
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| งานที่เคยเป็นขุมทรัพย์ต้องมีการเปลี่ยนแปลงและสัญจรจากไป ||| ตลอดจนมีโอกาสจากและแตกแยกกับบริวาร เพราะดวงตกมรณะและเป็นโลกาบวกกาลี
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| จาก ||| และแตกแยกกับบริวาร
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| มีโอกาสจากและแตกแยกกับบริวาร ||| เพราะดวงตกมรณะและเป็นโลกาบวกกาลี
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ดวงตกมรณะ ||| และเป็นโลกาบวกกาลี
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| พ.ต.ท.ทักษิณอายุ 57 ปี ตกเลข 2 (ดาวจันทร์) ซึ่งดาวจันทร์ปีนี้เป็นโลกาวินาศ ทำอะไรดวงก็ไม่ดีหมด ||| นอกจากนี้ เลข 7 ในดวงเป็นบริวารจะมีปัญหากับศัตรูกับธรรมดาและคนมีตำแหน่ง ขณะที่ดวงเดิมของ พ.ต.ท.ทักษิณเป็นโลกาบวกโลกาและกาลี
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| เลข 7 ในดวงเป็นบริวารจะมีปัญหากับศัตรูกับธรรมดาและคนมีตำแหน่ง ||| ขณะที่ดวงเดิมของ พ.ต.ท.ทักษิณเป็นโลกาบวกโลกาและกาลี
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| ดวงจะเสียงาน (การเมือง) ||| เพราะกัมมะเป็นกาลี
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| เกิดการเปลี่ยนแปลง โยกย้าย เสียหาย ||| เพราะถูกเพื่อนฝูง พี่น้อง หลอกให้หลงเดินทางผิดและตกต่ำผิดปกติ
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| หลงเดินทางผิด ||| และตกต่ำผิดปกติ
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| โดยสรุปดวงจะเสียงาน (การเมือง) เพราะกัมมะเป็นกาลี เกิดการเปลี่ยนแปลง โยกย้าย เสียหาย เพราะถูกเพื่อนฝูง พี่น้อง หลอกให้หลงเดินทางผิดและตกต่ำผิดปกติ ||| ขณะเดียวกัน ผลอุบาทว์และนาวัง คือ เสียหายแล้วต้องเดินทางไกลออกนอกประเทศ มีผู้หญิงและชายที่อายุน้อยกว่า ที่มีอำนาจยิ่งใหญ่ช่วยเหลือแบบลับๆและช่วยให้รอด
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| เสียหาย ||| แล้วต้องเดินทางไกลออกนอกประเทศ
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ช่วยเหลือแบบลับๆ ||| และช่วยให้รอด
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| จะสบายขึ้น ||| แต่ต้องอาศัยภรรยา
['Comparison', 'Comparison.Concession', 'and'] ||| [None, None, None] ||| จะสบายขึ้น แต่ต้องอาศัยภรรยา ||| แต่คงจะอยู่เมืองไทยยาก เพราะอายุ 58 ปี ของ พ.ต.ท.ทักษิณตั้งบนเคหังและมีบริวารเป็นศัตรูเกาะตัวเอง ทำให้ได้รับความเดือดร้อนจากเรื่องเดิมในอดีตที่ตัวเองก่อไว้ ศัตรูจะปองร้าย กัดไม่ยอมปล่อย ประกอบกับบริวารเป็นเลข 7 ดังนั้นกรกฎาคมแล้วดวงก็ยังไม่รอดที่จะอยู่ประเทศไทย ต้องเดินทางไกลออกนอกประเทศอย่างถูกสาปแช่ง
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| คงจะอยู่เมืองไทยยาก ||| เพราะอายุ 58 ปี ของ พ.ต.ท.ทักษิณตั้งบนเคหังและมีบริวารเป็นศัตรูเกาะตัวเอง ทำให้ได้รับความเดือดร้อนจากเรื่องเดิมในอดีตที่ตัวเองก่อไว้ ศัตรูจะปองร้าย กัดไม่ยอมปล่อย
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ตั้งบนเคหัง ||| และมีบริวารเป็นศัตรูเกาะตัวเอง
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| คงจะอยู่เมืองไทยยาก เพราะอายุ 58 ปี ของ พ.ต.ท.ทักษิณตั้งบนเคหังและมีบริวารเป็นศัตรูเกาะตัวเอง ทำให้ได้รับความเดือดร้อนจากเรื่องเดิมในอดีตที่ตัวเองก่อไว้ ศัตรูจะปองร้าย กัดไม่ยอมปล่อย ||| ประกอบกับบริวารเป็นเลข 7 ดังนั้นกรกฎาคมแล้วดวงก็ยังไม่รอดที่จะอยู่ประเทศไทย ต้องเดินทางไกลออกนอกประเทศอย่างถูกสาปแช่ง
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| บริวารเป็นเลข 7 ||| ดังนั้นกรกฎาคมแล้วดวงก็ยังไม่รอดที่จะอยู่ประเทศไทย ต้องเดินทางไกลออกนอกประเทศอย่างถูกสาปแช่ง
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| ดวงผู้นำรัฐบาลตก ||| เพราะวันที่ 22 กันยายน จะมีสุริยคราสอีกในราศีกันย์ ซึ่งเป็นราศีของผู้นำประเทศ
['Comparison', 'Comparison.Contrast', 'and'] ||| [None, None, None] ||| เดือนกันยายน ดวงผู้นำรัฐบาลตก เพราะวันที่ 22 กันยายน จะมีสุริยคราสอีกในราศีกันย์ ซึ่งเป็นราศีของผู้นำประเทศ จะส่งผลให้เกิดความยุ่งยาก สลับซับซ้อน การเดินทางควรระมัดระวังอย่างยิ่ง ให้ระวังการสูญเสียที่ดินหรือดินแดนอาณาเขต การเดินทางไปต่างประเทศวันที่ 9-12 กันยายน ||| อย่างไรก็ตาม จะมีการเปลี่ยนแปลงเกิดขึ้นแน่ อาจเว้นวรรค เพราะดาวเสาร์ทับดาวจันทร์ และพฤหัสก็จะบกในเดือนตุลาคม
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| อาจเว้นวรรค ||| เพราะดาวเสาร์ทับดาวจันทร์ และพฤหัสก็จะบกในเดือนตุลาคม
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| ดาวเสาร์ทับดาวจันทร์ ||| และพฤหัสก็จะบกในเดือนตุลาคม
['Temporal', 'Temporal.Asynchronous', 'and'] ||| [None, None, None] ||| เมื่อดาวใหญ่ยกออกจากราศีสำคัญๆที่กระทบดวงเมือง ||| ก็คือการเปลี่ยนแปลงทางการเมือง
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| เดือนกันยายน-ตุลาคมนี้ ต้องไม่กะพริบตาทางการเมือง ||| เพราะดาวใหญ่พร้อมทำงานอยู่แล้ว
['Expansion', 'Expansion.Conjunction', 'and'] ||| [None, None, None] ||| เผชิญกับเรื่องยุ่งยาก ||| และขมวดปมจนยุ่งเหยิงไปหมด เพราะลัคนาประเทศถูกเบียดเบียนจากดาวเคราะห์เต็มอัตรา
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| ขมวดปม ||| จนยุ่งเหยิงไปหมด
['Contingency', 'Contingency.Cause', 'and'] ||| [None, None, None] ||| ขมวดปมจนยุ่งเหยิงไปหมด ||| เพราะลัคนาประเทศถูกเบียดเบียนจากดาวเคราะห์เต็มอัตรา
